series,country,year,key,value
Electricity,Vietnam,2004,Oil,3
Electricity,Vietnam,2005,Oil,4
Electricity,Vietnam,2006,Oil,2
Electricity,Vietnam,2007,Oil,3
Electricity,Vietnam,2008,Oil,2
Electricity,Vietnam,2009,Oil,2
Electricity,Vietnam,2010,Oil,3
Electricity,Vietnam,2011,Oil,1
Electricity,Vietnam,2012,Oil,0
Electricity,Vietnam,2013,Oil,0
Electricity,Vietnam,2014,Oil,0
Electricity,"Venezuela, RB",1971,Oil,9
Electricity,"Venezuela, RB",1972,Oil,14
Electricity,"Venezuela, RB",1973,Oil,19
Electricity,"Venezuela, RB",1974,Oil,16
Electricity,"Venezuela, RB",1975,Oil,16
Electricity,"Venezuela, RB",1976,Oil,13
Electricity,"Venezuela, RB",1977,Oil,9
Electricity,"Venezuela, RB",1978,Oil,15
Electricity,"Venezuela, RB",1979,Oil,24
Electricity,"Venezuela, RB",1980,Oil,32
Electricity,"Venezuela, RB",1981,Oil,35
Electricity,"Venezuela, RB",1982,Oil,32
Electricity,"Venezuela, RB",1983,Oil,28
Electricity,"Venezuela, RB",1984,Oil,21
Electricity,"Venezuela, RB",1985,Oil,19
Electricity,"Venezuela, RB",1986,Oil,16
Electricity,"Venezuela, RB",1987,Oil,14
Electricity,"Venezuela, RB",1988,Oil,12
Electricity,"Venezuela, RB",1989,Oil,15
Electricity,"Venezuela, RB",1990,Oil,11
Electricity,"Venezuela, RB",1991,Oil,5
Electricity,"Venezuela, RB",1992,Oil,6
Electricity,"Venezuela, RB",1993,Oil,6
Electricity,"Venezuela, RB",1994,Oil,3
Electricity,"Venezuela, RB",1995,Oil,3
Electricity,"Venezuela, RB",1996,Oil,2
Electricity,"Venezuela, RB",1997,Oil,3
Electricity,"Venezuela, RB",1998,Oil,5
Electricity,"Venezuela, RB",1999,Oil,6
Electricity,"Venezuela, RB",2000,Oil,9
Electricity,"Venezuela, RB",2001,Oil,11
Electricity,"Venezuela, RB",2002,Oil,14
Electricity,"Venezuela, RB",2003,Oil,16
Electricity,"Venezuela, RB",2004,Oil,12
Electricity,"Venezuela, RB",2005,Oil,13
Electricity,"Venezuela, RB",2006,Oil,12
Electricity,"Venezuela, RB",2007,Oil,11
Electricity,"Venezuela, RB",2008,Oil,12
Electricity,"Venezuela, RB",2009,Oil,12
Electricity,"Venezuela, RB",2010,Oil,15
Electricity,"Venezuela, RB",2011,Oil,14
Electricity,"Venezuela, RB",2012,Oil,16
Electricity,"Venezuela, RB",2013,Oil,15
Electricity,"Venezuela, RB",2014,Oil,14
Electricity,United States,1971,Oil,13
Electricity,United States,1972,Oil,15
Electricity,United States,1973,Oil,17
Electricity,United States,1974,Oil,16
Electricity,United States,1975,Oil,15
Electricity,United States,1976,Oil,16
Electricity,United States,1977,Oil,17
Electricity,United States,1978,Oil,16
Electricity,United States,1979,Oil,13
Electricity,United States,1980,Oil,10
Electricity,United States,1981,Oil,9
Electricity,United States,1982,Oil,6
Electricity,United States,1983,Oil,6
Electricity,United States,1984,Oil,5
Electricity,United States,1985,Oil,4
Electricity,United States,1986,Oil,5
Electricity,United States,1987,Oil,4
Electricity,United States,1988,Oil,5
Electricity,United States,1989,Oil,5
Electricity,United States,1990,Oil,4
Electricity,United States,1991,Oil,3
Electricity,United States,1992,Oil,3
Electricity,United States,1993,Oil,3
Electricity,United States,1994,Oil,3
Electricity,United States,1995,Oil,2
Electricity,United States,1996,Oil,2
Electricity,United States,1997,Oil,2
Electricity,United States,1998,Oil,3
Electricity,United States,1999,Oil,3
Electricity,United States,2000,Oil,2
Electricity,United States,2001,Oil,3
Electricity,United States,2002,Oil,2
Electricity,United States,2003,Oil,3
Electricity,United States,2004,Oil,3
Electricity,United States,2005,Oil,3
Electricity,United States,2006,Oil,1
Electricity,United States,2007,Oil,1
Electricity,United States,2008,Oil,1
Electricity,United States,2009,Oil,1
Electricity,United States,2010,Oil,1
Electricity,United States,2011,Oil,0
Electricity,United States,2012,Oil,0
Electricity,United States,2013,Oil,0
Electricity,United States,2014,Oil,0
Electricity,Uruguay,1971,Oil,38
Electricity,Uruguay,1972,Oil,58
Electricity,Uruguay,1973,Oil,38
Electricity,Uruguay,1974,Oil,42
Electricity,Uruguay,1975,Oil,54
Electricity,Uruguay,1976,Oil,54
Electricity,Uruguay,1977,Oil,45
Electricity,Uruguay,1978,Oil,46
Electricity,Uruguay,1979,Oil,56
Electricity,Uruguay,1980,Oil,24
Electricity,Uruguay,1981,Oil,20
Electricity,Uruguay,1982,Oil,18
Electricity,Uruguay,1983,Oil,1
Electricity,Uruguay,1984,Oil,1
Electricity,Uruguay,1985,Oil,1
Electricity,Uruguay,1986,Oil,1
Electricity,Uruguay,1987,Oil,3
Electricity,Uruguay,1988,Oil,21
Electricity,Uruguay,1989,Oil,31
Electricity,Uruguay,1990,Oil,5
Electricity,Uruguay,1991,Oil,12
Electricity,Uruguay,1992,Oil,10
Electricity,Uruguay,1993,Oil,7
Electricity,Uruguay,1994,Oil,1
Electricity,Uruguay,1995,Oil,6
Electricity,Uruguay,1996,Oil,12
Electricity,Uruguay,1997,Oil,8
Electricity,Uruguay,1998,Oil,3
Electricity,Uruguay,1999,Oil,22
Electricity,Uruguay,2000,Oil,6
Electricity,Uruguay,2001,Oil,0
Electricity,Uruguay,2002,Oil,0
Electricity,Uruguay,2003,Oil,0
Electricity,Uruguay,2004,Oil,18
Electricity,Uruguay,2005,Oil,12
Electricity,Uruguay,2006,Oil,35
Electricity,Uruguay,2007,Oil,12
Electricity,Uruguay,2008,Oil,39
Electricity,Uruguay,2009,Oil,31
Electricity,Uruguay,2010,Oil,11
Electricity,Uruguay,2011,Oil,27
Electricity,Uruguay,2012,Oil,38
Electricity,Uruguay,2013,Oil,19
Electricity,Uruguay,2014,Oil,9
Electricity,Upper middle income,1971,Oil,10
Electricity,Upper middle income,1972,Oil,11
Electricity,Upper middle income,1973,Oil,13
Electricity,Upper middle income,1974,Oil,12
Electricity,Upper middle income,1975,Oil,12
Electricity,Upper middle income,1976,Oil,14
Electricity,Upper middle income,1977,Oil,13
Electricity,Upper middle income,1978,Oil,14
Electricity,Upper middle income,1979,Oil,14
Electricity,Upper middle income,1980,Oil,15
Electricity,Upper middle income,1981,Oil,14
Electricity,Upper middle income,1982,Oil,13
Electricity,Upper middle income,1983,Oil,13
Electricity,Upper middle income,1984,Oil,12
Electricity,Upper middle income,1985,Oil,11
Electricity,Upper middle income,1986,Oil,10
Electricity,Upper middle income,1987,Oil,9
Electricity,Upper middle income,1988,Oil,9
Electricity,Upper middle income,1989,Oil,8
Electricity,Upper middle income,1990,Oil,14
Electricity,Upper middle income,1991,Oil,13
Electricity,Upper middle income,1992,Oil,13
Electricity,Upper middle income,1993,Oil,12
Electricity,Upper middle income,1994,Oil,11
Electricity,Upper middle income,1995,Oil,11
Electricity,Upper middle income,1996,Oil,10
Electricity,Upper middle income,1997,Oil,10
Electricity,Upper middle income,1998,Oil,10
Electricity,Upper middle income,1999,Oil,9
Electricity,Upper middle income,2000,Oil,9
Electricity,Upper middle income,2001,Oil,8
Electricity,Upper middle income,2002,Oil,7
Electricity,Upper middle income,2003,Oil,7
Electricity,Upper middle income,2004,Oil,6
Electricity,Upper middle income,2005,Oil,5
Electricity,Upper middle income,2006,Oil,5
Electricity,Upper middle income,2007,Oil,4
Electricity,Upper middle income,2008,Oil,4
Electricity,Upper middle income,2009,Oil,3
Electricity,Upper middle income,2010,Oil,3
Electricity,Upper middle income,2011,Oil,4
Electricity,Upper middle income,2012,Oil,3
Electricity,Upper middle income,2013,Oil,3
Electricity,Upper middle income,2014,Oil,3
Electricity,Tanzania,1971,Oil,37
Electricity,Tanzania,1972,Oil,40
Electricity,Tanzania,1973,Oil,49
Electricity,Tanzania,1974,Oil,51
Electricity,Tanzania,1975,Oil,31
Electricity,Tanzania,1976,Oil,24
Electricity,Tanzania,1977,Oil,24
Electricity,Tanzania,1978,Oil,25
Electricity,Tanzania,1979,Oil,31
Electricity,Tanzania,1980,Oil,13
Electricity,Tanzania,1981,Oil,12
Electricity,Tanzania,1982,Oil,12
Electricity,Tanzania,1983,Oil,12
Electricity,Tanzania,1984,Oil,15
Electricity,Tanzania,1985,Oil,12
Electricity,Tanzania,1986,Oil,9
Electricity,Tanzania,1987,Oil,9
Electricity,Tanzania,1988,Oil,9
Electricity,Tanzania,1989,Oil,5
Electricity,Tanzania,1990,Oil,4
Electricity,Tanzania,1991,Oil,5
Electricity,Tanzania,1992,Oil,9
Electricity,Tanzania,1993,Oil,9
Electricity,Tanzania,1994,Oil,12
Electricity,Tanzania,1995,Oil,16
Electricity,Tanzania,1996,Oil,10
Electricity,Tanzania,1997,Oil,22
Electricity,Tanzania,1998,Oil,1
Electricity,Tanzania,1999,Oil,3
Electricity,Tanzania,2000,Oil,10
Electricity,Tanzania,2001,Oil,1
Electricity,Tanzania,2002,Oil,0
Electricity,Tanzania,2003,Oil,1
Electricity,Tanzania,2004,Oil,26
Electricity,Tanzania,2005,Oil,16
Electricity,Tanzania,2006,Oil,19
Electricity,Tanzania,2007,Oil,11
Electricity,Tanzania,2008,Oil,7
Electricity,Tanzania,2009,Oil,2
Electricity,Tanzania,2010,Oil,3
Electricity,Tanzania,2011,Oil,9
Electricity,Tanzania,2012,Oil,15
Electricity,Tanzania,2013,Oil,21
Electricity,Tanzania,2014,Oil,15
Electricity,Turkey,1971,Oil,41
Electricity,Turkey,1972,Oil,43
Electricity,Turkey,1973,Oil,51
Electricity,Turkey,1974,Oil,44
Electricity,Turkey,1975,Oil,34
Electricity,Turkey,1976,Oil,29
Electricity,Turkey,1977,Oil,33
Electricity,Turkey,1978,Oil,30
Electricity,Turkey,1979,Oil,25
Electricity,Turkey,1980,Oil,25
Electricity,Turkey,1981,Oil,23
Electricity,Turkey,1982,Oil,22
Electricity,Turkey,1983,Oil,27
Electricity,Turkey,1984,Oil,23
Electricity,Turkey,1985,Oil,20
Electricity,Turkey,1986,Oil,17
Electricity,Turkey,1987,Oil,12
Electricity,Turkey,1988,Oil,6
Electricity,Turkey,1989,Oil,8
Electricity,Turkey,1990,Oil,6
Electricity,Turkey,1991,Oil,5
Electricity,Turkey,1992,Oil,7
Electricity,Turkey,1993,Oil,7
Electricity,Turkey,1994,Oil,7
Electricity,Turkey,1995,Oil,6
Electricity,Turkey,1996,Oil,6
Electricity,Turkey,1997,Oil,6
Electricity,Turkey,1998,Oil,7
Electricity,Turkey,1999,Oil,6
Electricity,Turkey,2000,Oil,7
Electricity,Turkey,2001,Oil,8
Electricity,Turkey,2002,Oil,8
Electricity,Turkey,2003,Oil,6
Electricity,Turkey,2004,Oil,5
Electricity,Turkey,2005,Oil,3
Electricity,Turkey,2006,Oil,2
Electricity,Turkey,2007,Oil,3
Electricity,Turkey,2008,Oil,3
Electricity,Turkey,2009,Oil,2
Electricity,Turkey,2010,Oil,1
Electricity,Turkey,2011,Oil,0
Electricity,Turkey,2012,Oil,0
Electricity,Turkey,2013,Oil,0
Electricity,Turkey,2014,Oil,0
Electricity,Tunisia,1971,Oil,94
Electricity,Tunisia,1972,Oil,88
Electricity,Tunisia,1973,Oil,61
Electricity,Tunisia,1974,Oil,46
Electricity,Tunisia,1975,Oil,47
Electricity,Tunisia,1976,Oil,51
Electricity,Tunisia,1977,Oil,60
Electricity,Tunisia,1978,Oil,59
Electricity,Tunisia,1979,Oil,61
Electricity,Tunisia,1980,Oil,64
Electricity,Tunisia,1981,Oil,63
Electricity,Tunisia,1982,Oil,60
Electricity,Tunisia,1983,Oil,67
Electricity,Tunisia,1984,Oil,39
Electricity,Tunisia,1985,Oil,27
Electricity,Tunisia,1986,Oil,58
Electricity,Tunisia,1987,Oil,34
Electricity,Tunisia,1988,Oil,46
Electricity,Tunisia,1989,Oil,49
Electricity,Tunisia,1990,Oil,35
Electricity,Tunisia,1991,Oil,62
Electricity,Tunisia,1992,Oil,45
Electricity,Tunisia,1993,Oil,48
Electricity,Tunisia,1994,Oil,24
Electricity,Tunisia,1995,Oil,14
Electricity,Tunisia,1996,Oil,13
Electricity,Tunisia,1997,Oil,15
Electricity,Tunisia,1998,Oil,12
Electricity,Tunisia,1999,Oil,12
Electricity,Tunisia,2000,Oil,11
Electricity,Tunisia,2001,Oil,9
Electricity,Tunisia,2002,Oil,10
Electricity,Tunisia,2003,Oil,0
Electricity,Tunisia,2004,Oil,1
Electricity,Tunisia,2005,Oil,1
Electricity,Tunisia,2006,Oil,7
Electricity,Tunisia,2007,Oil,10
Electricity,Tunisia,2008,Oil,4
Electricity,Tunisia,2009,Oil,3
Electricity,Tunisia,2010,Oil,0
Electricity,Tunisia,2011,Oil,0
Electricity,Tunisia,2012,Oil,0
Electricity,Tunisia,2013,Oil,0
Electricity,Tunisia,2014,Oil,1
Electricity,Trinidad and Tobago,1971,Oil,3
Electricity,Trinidad and Tobago,1972,Oil,2
Electricity,Trinidad and Tobago,1973,Oil,1
Electricity,Trinidad and Tobago,1974,Oil,2
Electricity,Trinidad and Tobago,1975,Oil,2
Electricity,Trinidad and Tobago,1976,Oil,2
Electricity,Trinidad and Tobago,1977,Oil,2
Electricity,Trinidad and Tobago,1978,Oil,1
Electricity,Trinidad and Tobago,1979,Oil,3
Electricity,Trinidad and Tobago,1980,Oil,2
Electricity,Trinidad and Tobago,1981,Oil,1
Electricity,Trinidad and Tobago,1982,Oil,0
Electricity,Trinidad and Tobago,1983,Oil,0
Electricity,Trinidad and Tobago,1984,Oil,0
Electricity,Trinidad and Tobago,1985,Oil,0
Electricity,Trinidad and Tobago,1986,Oil,0
Electricity,Trinidad and Tobago,1987,Oil,0
Electricity,Trinidad and Tobago,1988,Oil,0
Electricity,Trinidad and Tobago,1989,Oil,0
Electricity,Trinidad and Tobago,1990,Oil,0
Electricity,Trinidad and Tobago,1991,Oil,0
Electricity,Trinidad and Tobago,1992,Oil,0
Electricity,Trinidad and Tobago,1993,Oil,0
Electricity,Trinidad and Tobago,1994,Oil,0
Electricity,Trinidad and Tobago,1995,Oil,0
Electricity,Trinidad and Tobago,1996,Oil,0
Electricity,Trinidad and Tobago,1997,Oil,0
Electricity,Trinidad and Tobago,1998,Oil,0
Electricity,Trinidad and Tobago,1999,Oil,0
Electricity,Trinidad and Tobago,2000,Oil,0
Electricity,Trinidad and Tobago,2001,Oil,0
Electricity,Trinidad and Tobago,2002,Oil,0
Electricity,Trinidad and Tobago,2003,Oil,0
Electricity,Trinidad and Tobago,2004,Oil,0
Electricity,Trinidad and Tobago,2005,Oil,0
Electricity,Trinidad and Tobago,2006,Oil,0
Electricity,Trinidad and Tobago,2007,Oil,0
Electricity,Trinidad and Tobago,2008,Oil,0
Electricity,Trinidad and Tobago,2009,Oil,0
Electricity,Trinidad and Tobago,2010,Oil,0
Electricity,Trinidad and Tobago,2011,Oil,0
Electricity,Trinidad and Tobago,2012,Oil,0
Electricity,Trinidad and Tobago,2013,Oil,0
Electricity,Trinidad and Tobago,2014,Oil,0
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1971,Oil,3
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1972,Oil,3
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1973,Oil,3
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1974,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1975,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1976,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1977,Oil,3
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1978,Oil,3
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1979,Oil,3
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1980,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1981,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1982,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1983,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1984,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1985,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1986,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1987,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1988,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1989,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1990,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1991,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1992,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1993,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1994,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1995,Oil,3
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1996,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1997,Oil,1
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1998,Oil,1
Electricity,Sub-Saharan Africa (IDA & IBRD countries),1999,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),2000,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),2001,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),2002,Oil,1
Electricity,Sub-Saharan Africa (IDA & IBRD countries),2003,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),2004,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),2005,Oil,2
Electricity,Sub-Saharan Africa (IDA & IBRD countries),2006,Oil,2
